tenure_months,monthly_charges,total_tickets,contract_type,payment_method,churn
14,42.31,3,month-to-month,credit_card,1
11,74.57,2,month-to-month,bank_transfer,1
56,88.4,0,month-to-month,electronic_check,0
67,39.02,1,one-year,electronic_check,0
29,72.09,3,two-year,bank_transfer,0
9,66.91,0,month-to-month,credit_card,0
67,27.1,0,month-to-month,credit_card,0
25,101.83,4,one-year,bank_transfer,1
42,53.57,4,month-to-month,credit_card,1
9,77.46,2,one-year,credit_card,1
40,71.48,0,month-to-month,credit_card,0
25,71.33,2,month-to-month,credit_card,1
5,30.72,1,month-to-month,electronic_check,0
11,62.35,1,month-to-month,electronic_check,1
59,65.24,0,one-year,bank_transfer,0
38,93.36,0,month-to-month,bank_transfer,1
5,104.0,0,two-year,bank_transfer,1
48,74.5,2,month-to-month,electronic_check,1
18,28.68,2,two-year,credit_card,1
70,43.68,0,month-to-month,electronic_check,0
37,36.49,0,month-to-month,credit_card,1
60,32.46,1,one-year,bank_transfer,0
48,56.59,0,month-to-month,electronic_check,0
28,42.94,1,two-year,electronic_check,0
69,41.83,1,month-to-month,electronic_check,0
40,25.47,0,one-year,electronic_check,0
45,21.77,0,month-to-month,credit_card,0
62,30.28,5,one-year,electronic_check,0
58,37.22,3,one-year,credit_card,0
67,63.1,2,one-year,electronic_check,0
56,71.05,1,month-to-month,electronic_check,1
40,34.06,1,two-year,credit_card,0
40,62.48,2,two-year,bank_transfer,0
33,54.17,3,two-year,bank_transfer,1
6,38.34,1,one-year,electronic_check,1
19,20.68,0,month-to-month,electronic_check,1
40,66.7,0,month-to-month,electronic_check,1
59,88.57,2,two-year,bank_transfer,0
59,42.63,2,two-year,electronic_check,0
48,33.18,1,month-to-month,bank_transfer,1
41,108.7,1,month-to-month,credit_card,1
13,47.5,3,two-year,electronic_check,1
45,42.36,1,month-to-month,credit_card,0
53,105.71,1,month-to-month,electronic_check,1
42,101.71,1,two-year,credit_card,1
63,64.83,1,two-year,credit_card,0
27,68.92,0,two-year,electronic_check,1
38,41.77,3,month-to-month,credit_card,1
60,27.83,2,month-to-month,bank_transfer,0
7,77.34,2,one-year,electronic_check,1
5,29.83,2,month-to-month,bank_transfer,1
45,64.93,1,month-to-month,credit_card,0
58,114.05,2,two-year,credit_card,1
31,115.28,0,two-year,electronic_check,1
23,43.93,0,month-to-month,bank_transfer,0
42,82.41,2,month-to-month,electronic_check,1
10,67.41,0,month-to-month,bank_transfer,1
32,107.57,1,month-to-month,bank_transfer,1
53,47.14,1,month-to-month,electronic_check,0
30,20.37,6,month-to-month,bank_transfer,0
39,36.26,0,month-to-month,credit_card,0
31,54.95,0,two-year,bank_transfer,0
2,51.57,2,month-to-month,credit_card,0
12,99.14,2,one-year,electronic_check,1
39,88.06,1,one-year,credit_card,0
66,49.96,0,one-year,electronic_check,0
13,65.77,5,two-year,bank_transfer,1
46,29.56,3,one-year,credit_card,0
27,109.81,1,two-year,credit_card,1
17,113.54,2,month-to-month,electronic_check,1
60,117.98,2,one-year,bank_transfer,1
64,106.86,0,month-to-month,bank_transfer,0
35,37.4,4,two-year,electronic_check,1
70,24.62,0,month-to-month,bank_transfer,0
30,77.96,0,month-to-month,electronic_check,1
71,111.26,2,one-year,electronic_check,1
63,37.74,0,month-to-month,electronic_check,1
28,20.7,0,one-year,electronic_check,1
60,100.55,1,two-year,credit_card,0
37,27.68,0,two-year,bank_transfer,0
22,61.37,2,month-to-month,bank_transfer,1
68,87.89,2,month-to-month,electronic_check,0
20,43.68,1,one-year,electronic_check,0
68,28.4,2,one-year,bank_transfer,0
64,97.0,1,one-year,electronic_check,1
17,83.02,1,one-year,credit_card,1
12,118.85,1,one-year,credit_card,1
22,54.43,3,month-to-month,credit_card,1
17,26.18,2,one-year,bank_transfer,1
10,93.44,2,month-to-month,bank_transfer,1
65,72.17,0,month-to-month,credit_card,0
22,41.32,1,one-year,bank_transfer,0
50,98.17,1,month-to-month,bank_transfer,1
14,40.38,2,one-year,bank_transfer,1
64,46.07,2,month-to-month,credit_card,0
47,29.25,3,month-to-month,bank_transfer,0
29,59.94,0,month-to-month,bank_transfer,0
36,61.89,2,one-year,credit_card,1
52,71.46,1,month-to-month,credit_card,1
7,90.9,2,one-year,bank_transfer,1
29,110.61,0,one-year,credit_card,1
11,33.77,3,month-to-month,electronic_check,1
33,25.43,1,two-year,credit_card,0
6,21.85,4,two-year,electronic_check,1
32,34.36,2,two-year,bank_transfer,0
51,85.79,2,one-year,credit_card,1
58,92.75,1,month-to-month,bank_transfer,0
26,98.65,1,month-to-month,electronic_check,1
46,44.37,0,one-year,electronic_check,1
29,50.59,5,month-to-month,credit_card,1
4,68.31,3,one-year,electronic_check,1
13,26.32,2,month-to-month,electronic_check,1
39,81.11,1,month-to-month,bank_transfer,1
15,118.37,4,one-year,bank_transfer,1
29,56.08,1,month-to-month,credit_card,1
29,95.28,4,month-to-month,credit_card,1
32,70.0,1,two-year,credit_card,1
2,32.78,1,month-to-month,credit_card,0
47,78.22,0,month-to-month,credit_card,0
22,49.99,2,month-to-month,electronic_check,1
27,23.44,1,month-to-month,bank_transfer,1
67,83.49,2,month-to-month,bank_transfer,1
56,105.89,1,one-year,bank_transfer,0
21,54.48,0,two-year,electronic_check,0
47,59.03,1,two-year,bank_transfer,0
59,109.1,3,month-to-month,credit_card,1
6,101.36,2,one-year,bank_transfer,1
19,91.5,1,two-year,bank_transfer,1
57,44.88,2,month-to-month,bank_transfer,0
69,111.02,2,month-to-month,electronic_check,1
3,35.44,5,two-year,bank_transfer,1
1,82.68,2,one-year,electronic_check,1
58,22.88,0,month-to-month,bank_transfer,0
38,84.37,1,month-to-month,credit_card,1
15,47.71,3,month-to-month,credit_card,1
34,64.97,1,month-to-month,electronic_check,1
61,54.53,1,month-to-month,electronic_check,1
35,37.28,4,month-to-month,credit_card,1
64,82.2,0,one-year,electronic_check,1
25,108.2,0,one-year,electronic_check,1
24,115.91,3,one-year,bank_transfer,1
12,39.23,1,one-year,credit_card,0
18,91.74,0,month-to-month,credit_card,1
15,86.43,1,month-to-month,credit_card,1
27,54.34,0,month-to-month,electronic_check,0
60,21.91,0,month-to-month,electronic_check,0
46,88.98,2,two-year,bank_transfer,0
17,114.55,2,one-year,credit_card,1
53,83.21,0,month-to-month,electronic_check,1
8,63.53,1,month-to-month,bank_transfer,1
27,72.52,5,month-to-month,bank_transfer,1
46,39.96,1,month-to-month,credit_card,0
50,95.05,2,month-to-month,electronic_check,1
71,94.64,1,month-to-month,credit_card,0
3,34.55,2,month-to-month,bank_transfer,1
64,107.8,0,month-to-month,electronic_check,1
44,46.92,2,one-year,electronic_check,0
53,118.23,2,one-year,electronic_check,0
24,58.29,2,two-year,bank_transfer,1
60,37.79,1,month-to-month,credit_card,0
3,55.17,2,two-year,electronic_check,0
20,64.02,0,one-year,bank_transfer,0
46,26.93,3,month-to-month,credit_card,0
15,77.82,2,month-to-month,electronic_check,1
25,79.76,1,month-to-month,bank_transfer,1
71,93.89,4,month-to-month,electronic_check,1
17,22.92,2,month-to-month,electronic_check,1
9,74.12,3,two-year,bank_transfer,1
38,25.29,1,month-to-month,electronic_check,0
48,90.11,3,month-to-month,bank_transfer,0
60,25.57,1,month-to-month,credit_card,0
63,111.17,2,month-to-month,electronic_check,1
2,90.21,1,two-year,electronic_check,1
11,70.74,1,two-year,credit_card,1
64,64.15,1,month-to-month,electronic_check,1
21,33.07,2,month-to-month,electronic_check,1
18,49.1,2,two-year,bank_transfer,0
64,106.9,2,month-to-month,credit_card,1
38,110.45,1,one-year,electronic_check,1
32,20.07,1,two-year,credit_card,0
11,79.41,1,one-year,credit_card,0
45,91.93,2,month-to-month,bank_transfer,1
33,81.87,0,two-year,credit_card,1
41,28.17,2,two-year,electronic_check,0
8,41.77,1,one-year,electronic_check,1
11,45.03,1,month-to-month,electronic_check,1
51,103.17,0,two-year,electronic_check,1
41,66.32,2,two-year,credit_card,0
17,68.68,1,two-year,bank_transfer,0
46,113.49,1,month-to-month,bank_transfer,1
32,83.71,1,one-year,credit_card,0
54,109.87,2,one-year,credit_card,1
20,65.65,2,month-to-month,credit_card,1
33,34.94,1,month-to-month,credit_card,0
40,112.99,1,one-year,electronic_check,1
32,65.87,3,two-year,electronic_check,1
2,38.16,1,two-year,electronic_check,1
33,50.24,2,month-to-month,electronic_check,1
30,25.08,2,month-to-month,electronic_check,0
33,66.83,1,month-to-month,credit_card,1
26,105.31,1,two-year,credit_card,1
22,113.36,1,month-to-month,bank_transfer,1
66,113.26,1,one-year,credit_card,1
38,32.52,3,one-year,bank_transfer,0
46,58.21,1,two-year,electronic_check,0
15,22.82,2,month-to-month,credit_card,1
44,105.52,0,one-year,electronic_check,1
49,55.88,1,two-year,credit_card,0
61,83.11,2,one-year,electronic_check,1
67,91.49,0,month-to-month,credit_card,0
6,62.98,3,month-to-month,bank_transfer,1
9,50.64,3,two-year,bank_transfer,1
6,116.22,0,month-to-month,electronic_check,1
32,116.45,4,one-year,bank_transfer,1
41,48.94,1,one-year,bank_transfer,0
8,67.96,1,two-year,electronic_check,1
50,117.28,2,month-to-month,credit_card,1
62,20.49,1,one-year,credit_card,0
62,61.27,1,month-to-month,bank_transfer,0
7,30.05,3,month-to-month,electronic_check,1
4,70.92,0,month-to-month,credit_card,1
6,22.47,3,two-year,electronic_check,1
58,60.69,1,two-year,electronic_check,0
22,42.07,0,month-to-month,electronic_check,0
26,73.33,0,month-to-month,electronic_check,0
3,119.6,2,one-year,bank_transfer,1
41,100.05,2,one-year,electronic_check,1
60,104.56,1,one-year,bank_transfer,0
14,83.53,3,two-year,bank_transfer,1
12,24.16,0,two-year,bank_transfer,1
12,40.68,2,month-to-month,electronic_check,1
13,112.51,3,month-to-month,credit_card,1
25,56.61,2,one-year,credit_card,1
45,30.36,1,two-year,electronic_check,0
19,90.24,1,month-to-month,bank_transfer,1
55,49.95,3,one-year,electronic_check,0
45,46.89,1,month-to-month,electronic_check,0
8,119.8,2,two-year,credit_card,1
53,105.81,1,one-year,electronic_check,0
55,60.79,1,month-to-month,bank_transfer,1
32,118.03,2,month-to-month,electronic_check,1
51,85.01,2,month-to-month,credit_card,1
44,94.2,0,two-year,electronic_check,0
70,23.15,1,one-year,electronic_check,0
18,32.16,1,one-year,bank_transfer,0
22,83.31,0,month-to-month,bank_transfer,1
37,109.9,2,month-to-month,bank_transfer,1
56,82.37,0,month-to-month,bank_transfer,1
59,33.4,2,month-to-month,electronic_check,1
3,31.58,1,month-to-month,bank_transfer,1
28,104.42,0,month-to-month,bank_transfer,1
35,33.93,3,month-to-month,bank_transfer,1
61,72.02,0,one-year,electronic_check,0
54,23.71,1,two-year,credit_card,0
63,28.07,1,month-to-month,credit_card,0
7,87.23,1,one-year,credit_card,1
49,88.92,2,month-to-month,electronic_check,1
31,54.15,0,month-to-month,bank_transfer,0
58,41.56,1,two-year,bank_transfer,0
61,101.37,2,month-to-month,electronic_check,1
24,41.71,3,month-to-month,bank_transfer,1
20,74.2,0,month-to-month,bank_transfer,0
37,116.82,1,month-to-month,electronic_check,0
4,34.79,1,one-year,electronic_check,0
20,114.09,1,month-to-month,electronic_check,1
60,38.29,1,month-to-month,electronic_check,1
24,76.74,2,two-year,electronic_check,0
50,57.7,3,month-to-month,electronic_check,1
49,116.49,1,month-to-month,electronic_check,1
51,47.35,0,two-year,credit_card,0
36,59.97,1,month-to-month,credit_card,1
66,118.29,0,two-year,bank_transfer,1
34,73.65,1,two-year,credit_card,1
36,70.26,1,month-to-month,electronic_check,1
6,45.78,3,month-to-month,bank_transfer,1
39,90.14,1,month-to-month,electronic_check,1
42,21.44,3,two-year,credit_card,0
58,24.95,0,month-to-month,electronic_check,0
12,79.94,1,one-year,electronic_check,1
3,54.17,1,two-year,electronic_check,0
18,115.33,3,two-year,credit_card,1
40,110.32,0,two-year,electronic_check,1
21,91.37,2,one-year,electronic_check,1
15,101.81,3,two-year,electronic_check,1
26,86.73,3,month-to-month,credit_card,1
8,32.56,1,one-year,bank_transfer,1
42,96.55,3,one-year,bank_transfer,1
44,41.02,1,month-to-month,bank_transfer,1
14,52.34,0,month-to-month,bank_transfer,1
2,101.92,1,one-year,electronic_check,1
37,73.65,0,month-to-month,electronic_check,1
69,105.99,2,month-to-month,credit_card,1
38,41.3,1,month-to-month,bank_transfer,0
41,80.78,1,two-year,credit_card,1
62,28.38,2,month-to-month,credit_card,0
60,84.31,1,two-year,bank_transfer,0
14,96.25,2,month-to-month,bank_transfer,1
2,78.49,1,month-to-month,credit_card,1
70,46.62,3,month-to-month,electronic_check,1
17,23.13,1,one-year,electronic_check,0
28,31.94,0,two-year,bank_transfer,0
66,82.23,4,one-year,electronic_check,1
35,113.44,1,one-year,electronic_check,1
5,40.65,0,month-to-month,credit_card,0
65,93.5,4,one-year,credit_card,0
40,106.65,0,month-to-month,bank_transfer,1
56,72.09,2,month-to-month,bank_transfer,1
36,86.93,2,two-year,electronic_check,0
45,101.5,0,two-year,bank_transfer,0
23,46.07,1,month-to-month,bank_transfer,0
47,49.69,2,two-year,credit_card,1
31,20.06,1,one-year,credit_card,0
11,116.31,1,month-to-month,electronic_check,1
10,111.75,3,month-to-month,electronic_check,1
67,96.46,2,two-year,bank_transfer,1
14,27.91,3,one-year,bank_transfer,0
10,64.75,1,month-to-month,electronic_check,0
1,30.19,3,one-year,credit_card,1
5,21.59,1,one-year,credit_card,0
20,81.62,1,month-to-month,credit_card,0
8,116.08,5,one-year,credit_card,1
43,110.29,2,month-to-month,credit_card,1
1,89.68,3,one-year,credit_card,1
57,29.66,2,two-year,bank_transfer,0
64,47.42,2,two-year,electronic_check,0
28,52.01,4,one-year,electronic_check,1
37,96.32,4,two-year,electronic_check,1
47,100.22,0,two-year,bank_transfer,1
37,58.51,3,month-to-month,credit_card,0
49,61.79,1,two-year,bank_transfer,0
44,24.45,1,month-to-month,electronic_check,0
56,48.91,2,month-to-month,electronic_check,1
28,65.13,0,one-year,electronic_check,1
6,31.7,0,month-to-month,electronic_check,1
61,65.33,2,month-to-month,electronic_check,1
20,105.32,2,one-year,electronic_check,1
2,78.13,0,month-to-month,electronic_check,1
37,27.89,1,two-year,bank_transfer,0
20,39.17,2,month-to-month,electronic_check,1
26,67.45,1,two-year,bank_transfer,0
29,56.15,1,month-to-month,bank_transfer,1
1,55.87,3,one-year,electronic_check,1
35,72.93,2,month-to-month,bank_transfer,1
70,78.44,1,one-year,electronic_check,1
59,99.69,1,month-to-month,electronic_check,1
69,54.1,2,month-to-month,credit_card,1
33,100.55,1,month-to-month,bank_transfer,1
51,53.86,0,one-year,bank_transfer,0
12,25.54,0,two-year,credit_card,1
20,75.42,2,month-to-month,credit_card,1
53,78.79,0,one-year,electronic_check,1
43,113.45,1,one-year,credit_card,1
50,92.61,1,month-to-month,credit_card,1
29,111.78,2,month-to-month,electronic_check,1
57,110.83,1,month-to-month,credit_card,0
39,80.46,0,month-to-month,electronic_check,1
56,72.78,2,month-to-month,bank_transfer,0
43,75.74,1,month-to-month,bank_transfer,1
50,117.83,3,month-to-month,electronic_check,1
23,97.32,0,two-year,credit_card,1
44,30.63,1,two-year,credit_card,0
38,97.84,2,one-year,credit_card,1
23,37.05,3,one-year,electronic_check,0
45,64.74,4,month-to-month,electronic_check,1
52,41.05,1,month-to-month,credit_card,1
50,88.96,0,month-to-month,electronic_check,1
8,107.73,3,one-year,bank_transfer,1
1,49.04,1,two-year,credit_card,1
8,28.2,0,month-to-month,electronic_check,0
29,49.85,1,month-to-month,electronic_check,0
5,87.24,0,one-year,bank_transfer,0
47,52.88,0,two-year,electronic_check,0
34,47.81,1,month-to-month,bank_transfer,1
65,38.44,3,month-to-month,electronic_check,0
55,69.75,5,two-year,electronic_check,1
43,47.59,1,month-to-month,credit_card,1
30,93.1,2,one-year,bank_transfer,1
17,27.66,0,two-year,bank_transfer,0
26,86.4,2,two-year,electronic_check,1
8,43.76,2,month-to-month,bank_transfer,0
47,68.93,1,month-to-month,credit_card,0
46,48.61,1,month-to-month,bank_transfer,0
68,92.28,4,one-year,bank_transfer,1
33,114.53,3,one-year,electronic_check,1
1,111.71,3,two-year,bank_transfer,1
19,78.34,0,month-to-month,credit_card,1
31,66.26,2,one-year,credit_card,1
14,101.83,2,month-to-month,bank_transfer,1
53,88.33,1,month-to-month,credit_card,1
48,38.36,2,month-to-month,electronic_check,0
69,102.09,2,month-to-month,bank_transfer,0
62,62.89,2,two-year,electronic_check,1
66,38.9,3,month-to-month,bank_transfer,0
64,48.18,4,month-to-month,electronic_check,0
70,46.75,3,month-to-month,credit_card,0
63,71.92,1,month-to-month,credit_card,0
33,43.44,0,month-to-month,electronic_check,1
41,32.36,3,two-year,bank_transfer,1
48,32.37,0,two-year,credit_card,0
13,78.33,0,month-to-month,electronic_check,1
31,93.48,2,one-year,electronic_check,1
68,52.15,0,month-to-month,electronic_check,0
4,23.47,2,month-to-month,electronic_check,1
19,32.72,1,one-year,bank_transfer,0
70,111.47,3,month-to-month,bank_transfer,1
13,69.35,2,month-to-month,bank_transfer,1
23,65.36,6,month-to-month,bank_transfer,1
1,23.8,1,month-to-month,credit_card,1
54,92.86,0,month-to-month,credit_card,0
71,72.81,5,month-to-month,bank_transfer,1
15,40.21,0,month-to-month,electronic_check,0
65,31.01,2,one-year,electronic_check,0
71,58.34,0,month-to-month,electronic_check,0
15,103.72,4,month-to-month,credit_card,1
21,106.53,1,month-to-month,electronic_check,1
19,80.28,1,two-year,electronic_check,1
60,92.75,2,month-to-month,credit_card,1
33,31.52,0,two-year,bank_transfer,0
49,78.81,1,month-to-month,credit_card,1
35,86.7,3,two-year,credit_card,1
44,40.07,2,month-to-month,electronic_check,0
11,108.02,2,month-to-month,credit_card,0
66,39.5,1,month-to-month,electronic_check,0
46,51.35,1,one-year,credit_card,0
9,82.06,0,one-year,bank_transfer,1
3,83.84,0,month-to-month,credit_card,1
26,89.94,0,month-to-month,credit_card,1
48,31.2,2,one-year,bank_transfer,0
66,104.95,0,two-year,bank_transfer,0
70,73.28,7,two-year,credit_card,1
28,67.13,1,one-year,credit_card,1
26,118.11,3,month-to-month,bank_transfer,1
25,94.04,1,month-to-month,bank_transfer,0
12,31.8,1,two-year,electronic_check,1
5,95.65,0,two-year,credit_card,1
48,29.52,2,two-year,bank_transfer,0
37,22.75,1,one-year,credit_card,0
44,60.36,3,two-year,bank_transfer,0
15,119.36,2,two-year,electronic_check,1
43,37.49,1,one-year,electronic_check,0
48,87.26,2,one-year,electronic_check,0
70,37.34,1,month-to-month,bank_transfer,0
46,92.48,4,one-year,electronic_check,1
43,70.54,2,two-year,bank_transfer,0
21,88.0,1,month-to-month,electronic_check,1
23,40.29,0,one-year,electronic_check,0
47,94.56,2,month-to-month,electronic_check,1
15,119.56,0,two-year,electronic_check,1
25,86.57,2,one-year,electronic_check,1
36,69.35,1,two-year,credit_card,1
51,112.32,0,one-year,electronic_check,0
15,21.59,2,month-to-month,electronic_check,0
68,92.99,2,month-to-month,credit_card,1
21,108.87,0,one-year,electronic_check,1
13,26.17,0,month-to-month,credit_card,1
19,65.01,1,one-year,credit_card,1
34,40.47,1,month-to-month,bank_transfer,0
68,76.65,3,two-year,bank_transfer,0
52,84.95,2,month-to-month,electronic_check,1
27,50.26,2,two-year,bank_transfer,1
29,66.0,1,one-year,bank_transfer,0
28,47.93,2,month-to-month,electronic_check,1
35,56.94,0,one-year,electronic_check,1
8,35.95,1,two-year,credit_card,0
16,108.56,0,one-year,electronic_check,1
36,21.0,4,month-to-month,credit_card,1
30,108.24,1,two-year,bank_transfer,0
18,77.17,2,month-to-month,electronic_check,1
2,53.17,2,month-to-month,electronic_check,1
49,92.31,2,one-year,electronic_check,1
4,70.78,1,month-to-month,bank_transfer,1
7,69.91,0,month-to-month,electronic_check,1
39,31.01,1,one-year,bank_transfer,0
13,58.95,1,one-year,bank_transfer,1
31,44.11,1,month-to-month,credit_card,1
71,21.57,3,one-year,electronic_check,0
63,56.01,2,one-year,bank_transfer,0
56,28.98,3,one-year,electronic_check,0
42,45.68,1,two-year,electronic_check,0
61,29.25,1,month-to-month,electronic_check,0
42,30.09,3,one-year,credit_card,0
56,39.9,0,one-year,credit_card,0
36,119.98,2,one-year,electronic_check,0
68,20.22,1,month-to-month,bank_transfer,0
7,83.87,1,month-to-month,electronic_check,1
54,34.12,2,month-to-month,bank_transfer,0
1,112.06,2,one-year,electronic_check,1
44,29.36,0,month-to-month,bank_transfer,0
45,115.51,0,month-to-month,bank_transfer,1
47,81.09,3,one-year,bank_transfer,1
13,20.13,1,two-year,electronic_check,1
22,109.4,0,month-to-month,bank_transfer,1
21,72.17,1,two-year,bank_transfer,1
9,46.27,0,month-to-month,electronic_check,0
26,96.73,1,month-to-month,electronic_check,1
9,112.67,3,one-year,credit_card,1
15,68.37,1,month-to-month,credit_card,1
10,51.56,0,two-year,electronic_check,0
42,98.89,1,month-to-month,bank_transfer,1
24,88.18,0,month-to-month,bank_transfer,1
49,108.88,3,one-year,credit_card,0
26,89.25,2,one-year,credit_card,1
37,44.35,0,two-year,bank_transfer,0
68,113.17,3,month-to-month,electronic_check,1
50,30.48,2,month-to-month,bank_transfer,0
24,46.79,0,month-to-month,credit_card,0
19,72.02,1,one-year,credit_card,1
60,76.57,5,one-year,electronic_check,0
39,21.53,1,two-year,credit_card,0
18,98.06,0,one-year,bank_transfer,0
19,56.16,1,two-year,electronic_check,0
36,60.64,1,two-year,bank_transfer,0
55,100.94,2,month-to-month,electronic_check,1
69,57.93,1,month-to-month,bank_transfer,1
47,24.72,2,month-to-month,bank_transfer,0
49,37.64,1,month-to-month,credit_card,0
33,115.59,3,month-to-month,credit_card,1
21,27.04,0,month-to-month,electronic_check,0
22,55.49,1,month-to-month,electronic_check,1
48,70.32,0,month-to-month,credit_card,1
37,69.33,1,month-to-month,bank_transfer,0
15,20.4,4,month-to-month,credit_card,0
35,70.12,1,month-to-month,electronic_check,1
71,58.38,1,month-to-month,credit_card,1
32,117.21,0,month-to-month,bank_transfer,1
11,35.92,3,two-year,electronic_check,0
10,55.42,2,month-to-month,electronic_check,1
57,61.95,0,two-year,credit_card,0
25,59.07,2,one-year,bank_transfer,1
2,86.58,0,month-to-month,credit_card,1
64,41.55,0,month-to-month,credit_card,0
35,42.11,2,month-to-month,electronic_check,1
7,92.92,2,month-to-month,bank_transfer,1
18,70.03,0,one-year,electronic_check,1
67,61.52,2,two-year,bank_transfer,0
42,36.92,3,two-year,electronic_check,1
39,38.75,1,one-year,bank_transfer,0
41,21.06,1,month-to-month,bank_transfer,0
24,29.14,1,month-to-month,electronic_check,0
60,75.68,2,one-year,electronic_check,1
46,109.19,2,two-year,bank_transfer,1
19,48.72,2,month-to-month,credit_card,1
68,52.77,2,two-year,bank_transfer,0
42,31.56,2,month-to-month,credit_card,0
32,58.86,2,month-to-month,electronic_check,1
39,23.72,0,two-year,electronic_check,0
36,111.76,1,two-year,bank_transfer,1
36,87.31,3,one-year,credit_card,1
3,119.07,1,month-to-month,bank_transfer,1
8,108.28,3,month-to-month,bank_transfer,1
70,67.3,0,month-to-month,credit_card,1
41,71.97,3,one-year,electronic_check,0
68,39.06,3,month-to-month,electronic_check,1
13,66.2,2,one-year,electronic_check,1
49,110.3,0,month-to-month,electronic_check,1
60,25.09,1,month-to-month,credit_card,0
2,106.36,1,one-year,bank_transfer,1
60,54.09,3,two-year,bank_transfer,0
5,109.95,1,month-to-month,credit_card,1
44,114.09,2,two-year,credit_card,0
27,87.09,0,month-to-month,bank_transfer,1
32,86.44,1,one-year,credit_card,1
21,65.28,1,two-year,electronic_check,1
8,103.55,1,month-to-month,credit_card,1
50,116.16,2,month-to-month,electronic_check,1
67,97.51,1,month-to-month,bank_transfer,0
44,82.19,0,month-to-month,electronic_check,0
58,80.68,0,one-year,credit_card,0
3,104.95,0,month-to-month,electronic_check,1
70,74.12,7,month-to-month,bank_transfer,1
2,100.39,0,one-year,bank_transfer,1
44,70.89,3,one-year,bank_transfer,1
2,26.24,2,month-to-month,credit_card,1
35,58.39,2,one-year,credit_card,0
30,64.44,1,one-year,credit_card,0
8,34.16,2,month-to-month,electronic_check,0
22,30.25,1,one-year,electronic_check,0
44,73.55,0,two-year,electronic_check,0
58,28.51,1,month-to-month,credit_card,0
36,50.29,2,one-year,bank_transfer,0
69,94.46,0,two-year,electronic_check,0
31,116.44,1,two-year,bank_transfer,0
47,91.79,3,one-year,bank_transfer,1
55,119.26,1,one-year,electronic_check,0
62,89.83,3,one-year,credit_card,0
30,49.38,1,one-year,electronic_check,0
55,87.21,0,month-to-month,bank_transfer,0
16,90.22,0,month-to-month,bank_transfer,1
12,57.17,2,month-to-month,electronic_check,1
17,21.77,0,month-to-month,credit_card,1
16,90.32,1,month-to-month,electronic_check,1
12,22.17,2,month-to-month,electronic_check,1
8,83.12,2,two-year,credit_card,1
3,36.36,1,two-year,electronic_check,1
16,76.56,1,one-year,electronic_check,1
30,70.39,2,two-year,electronic_check,1
23,21.35,2,two-year,bank_transfer,0
5,56.29,2,two-year,electronic_check,1
65,80.11,1,month-to-month,bank_transfer,0
30,104.86,2,month-to-month,electronic_check,1
21,108.86,2,month-to-month,electronic_check,1
70,68.38,0,month-to-month,bank_transfer,0
22,92.84,0,two-year,electronic_check,1
32,51.65,2,month-to-month,bank_transfer,1
33,54.22,0,month-to-month,bank_transfer,1
16,39.45,2,month-to-month,credit_card,0
38,76.19,2,month-to-month,electronic_check,0
14,51.46,2,one-year,bank_transfer,1
36,28.44,2,one-year,electronic_check,0
23,88.5,1,month-to-month,credit_card,1
66,90.78,0,one-year,credit_card,1
2,56.0,1,one-year,credit_card,1
65,27.67,1,one-year,electronic_check,0
67,62.63,1,month-to-month,electronic_check,0
52,64.23,1,month-to-month,bank_transfer,0
62,86.87,1,month-to-month,electronic_check,0
23,51.54,0,one-year,credit_card,1
26,88.26,0,month-to-month,electronic_check,1
68,107.15,2,month-to-month,bank_transfer,1
55,43.75,2,month-to-month,credit_card,0
6,117.89,0,one-year,electronic_check,1
35,58.64,2,one-year,bank_transfer,0
22,46.73,1,month-to-month,electronic_check,1
43,62.15,1,one-year,electronic_check,1
15,29.44,1,month-to-month,electronic_check,1
60,32.57,1,month-to-month,electronic_check,0
12,61.44,3,month-to-month,electronic_check,1
49,96.24,2,month-to-month,bank_transfer,1
42,110.03,0,two-year,credit_card,1
38,86.48,3,one-year,electronic_check,1
45,30.52,1,one-year,credit_card,0
35,87.2,2,month-to-month,credit_card,1
30,83.54,4,month-to-month,credit_card,1
30,100.58,3,month-to-month,bank_transfer,1
6,102.52,1,one-year,electronic_check,1
67,106.82,1,month-to-month,credit_card,1
7,61.41,0,month-to-month,credit_card,0
52,89.79,4,one-year,electronic_check,1
14,46.83,0,two-year,credit_card,0
15,119.93,2,month-to-month,electronic_check,1
21,37.53,3,month-to-month,credit_card,1
35,21.01,3,month-to-month,electronic_check,1
66,34.88,2,one-year,bank_transfer,0
2,97.59,0,month-to-month,bank_transfer,1
35,64.68,2,one-year,electronic_check,0
20,64.75,0,one-year,electronic_check,0
10,115.5,2,month-to-month,credit_card,1
25,111.96,1,month-to-month,bank_transfer,1
66,51.12,0,month-to-month,bank_transfer,0
25,40.91,2,month-to-month,bank_transfer,1
54,104.85,1,month-to-month,credit_card,1
33,110.6,1,month-to-month,electronic_check,1
36,74.16,1,one-year,credit_card,1
14,82.94,1,month-to-month,electronic_check,1
65,45.69,3,one-year,electronic_check,0
54,100.08,3,month-to-month,bank_transfer,1
52,83.21,3,one-year,credit_card,1
3,70.35,4,two-year,electronic_check,1
41,26.01,1,two-year,bank_transfer,1
6,111.59,1,month-to-month,bank_transfer,1
25,81.55,2,one-year,electronic_check,1
13,39.27,0,one-year,credit_card,0
8,80.64,3,month-to-month,bank_transfer,1
